phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
187.2	rs4266947_T	NA	0.153902155494305	0.177506215081286	1.16637675763777	0.385928838677219	logistic	189767	285	189482	0.635744920699317	0.0511337587673305	1116		FALSE	FALSE	FALSE	Malignant neoplasm of testis	neoplasms
187.8	rs4266947_T	NA	-0.0646789171063984	0.341615330292209	0.937368388018336	0.849832149881401	logistic	189575	93	189482	0.616370000070918	0.0511196096531716	1116		FALSE	FALSE	FALSE	Neoplasm of uncertain behavior of male genital organs	neoplasms
189	rs4266947_T	NA	-0.0698251687594491	0.0528599673783845	0.932556845724752	0.186519330585285	logistic	428858	4019	424839	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Cancer of urinary organs (incl. kidney and bladder)	neoplasms
189.1	rs4266947_T	NA	-0.0548561022278327	0.0949702696327728	0.946621354857364	0.563525144583999	logistic	426054	1215	424839	0.638262465491609	0.0508984776577617	2487		FALSE	FALSE	FALSE	Cancer of kidney and renal pelvis	neoplasms
189.11	rs4266947_T	NA	-0.0467987904058677	0.0970741634844639	0.95427938844296	0.629739767332725	logistic	425994	1155	424839	0.636628721989132	0.0508997779311446	2487		FALSE	FALSE	FALSE	Malignant neoplasm of kidney, except pelvis	neoplasms
189.12	rs4266947_T	NA	-0.217200877919071	0.386087959022852	0.804768292886925	0.573728828020791	logistic	424923	84	424839	0.610310980493203	0.0509045168183412	2482		FALSE	FALSE	FALSE	Malignant neoplasm of renal pelvis	neoplasms
189.2	rs4266947_T	NA	-0.0909782554374194	0.0635966347539292	0.913037564285868	0.152558822137415	logistic	427662	2823	424839	0.657470601524718	0.0508766268688824	2504		FALSE	FALSE	FALSE	Cancer of bladder	neoplasms
189.21	rs4266947_T	NA	-0.115497417679494	0.0679548623237281	0.890922872882511	0.0892024963227727	logistic	427371	2532	424839	0.642556023515029	0.0508726609900999	2500		FALSE	FALSE	FALSE	Malignant neoplasm of bladder	neoplasms
189.4	rs4266947_T	NA	-0.32797117893269	0.322600305776471	0.720383781635569	0.309320581795392	logistic	424974	135	424839	0.610665000649524	0.050901937530296	2482		FALSE	FALSE	FALSE	Malignant neoplasm of other urinary organs	neoplasms
190	rs4266947_T	NA	-0.131065351219678	0.241340911824424	0.877160449012726	0.587080630869005	logistic	427264	200	427064	0.705902313974009	0.0508573153834632	2498		FALSE	FALSE	FALSE	Cancer of eye	neoplasms
191	rs4266947_T	NA	0.0928970122140221	0.113149192979517	1.09734871593368	0.41163859236295	logistic	427814	750	427064	0.718189975924124	0.0508679005362143	2499		FALSE	FALSE	FALSE	Manlignant and unknown neoplasms of brain and nervous system	neoplasms
191.1	rs4266947_T	NA	0.105924172615062	0.123221054988379	1.11173757315741	0.389994566858858	logistic	427688	624	427064	0.713489112155733	0.0508676885954247	2499		FALSE	FALSE	FALSE	Cancer of brain and nervous system	neoplasms
191.11	rs4266947_T	NA	0.0403872160457033	0.130676578649334	1.04121387086241	0.757274066018998	logistic	427652	588	427064	0.709037835998387	0.0508626172682461	2499		FALSE	FALSE	FALSE	Cancer of brain	neoplasms
193	rs4266947_T	NA	0.136578518496663	0.149007013613236	1.14634488351907	0.35935689361445	logistic	427666	413	427253	0.705604900939875	0.0508562756917782	2500		FALSE	FALSE	FALSE	Thyroid cancer	neoplasms
194	rs4266947_T	NA	-0.45948947674604	0.455298831356517	0.631606012768792	0.312876729764795	logistic	427329	76	427253	0.715762507255469	0.0508460694219208	2499		FALSE	FALSE	FALSE	Cancer of other endocrine glands	neoplasms
195	rs4266947_T	NA	0.14040928622174	0.108263441509005	1.15074468643165	0.194657876189884	logistic	423465	783	422682	0.720219585429996	0.0508731536254472	2475		FALSE	FALSE	FALSE	Cancer, suspected or other	neoplasms
195.1	rs4266947_T	NA	0.184683100619248	0.109640195558399	1.20283720135946	0.0920953103154967	logistic	423416	734	422682	0.720570771226135	0.0508766791996524	2474		FALSE	FALSE	FALSE	Malignant neoplasm, other	neoplasms
195.3	rs4266947_T	NA	-0.722856983408403	0.716159337503285	0.485363597472381	0.312805766997859	logistic	422722	40	422682	0.697436581072493	0.0508573010157976	2470		FALSE	FALSE	FALSE	Malignant neoplasm of head, face, and neck	neoplasms
196	rs4266947_T	NA	NA	NA	NA	NA	logistic	422689	7	422682	0.698693458689597	0.0508612715258736	2469	 [Error: < 15  cases or controls]	NA	NA	NA	Radiotherapy	neoplasms
197	rs4266947_T	NA	-0.692329060126367	0.717956789794064	0.500409227592692	0.334893217791089	logistic	422719	37	422682	0.697550982036793	0.0508576619456424	2469		FALSE	FALSE	FALSE	Chemotherapy	neoplasms
198	rs4266947_T	NA	0.0131264514586052	0.0479014509796087	1.01321298151892	0.784061296819027	logistic	427211	4529	422682	0.679416376636461	0.0508659655299138	2492		FALSE	FALSE	FALSE	Secondary malignant neoplasm	neoplasms
198.1	rs4266947_T	NA	0.0414296246952488	0.0972938946039729	1.04229980710376	0.670239472961287	logistic	423743	1061	422682	0.696093344118352	0.0508645570546298	2473		FALSE	FALSE	FALSE	Secondary malignancy of lymph nodes	neoplasms
198.2	rs4266947_T	NA	0.113240945479355	0.0966220342701393	1.11990173570394	0.241197383106611	logistic	423692	1010	422682	0.684433393903348	0.0508730398497021	2471		FALSE	FALSE	FALSE	Secondary malignancy of respiratory organs	neoplasms
198.3	rs4266947_T	NA	-0.233063063437274	0.134238887899081	0.792103619172282	0.0825317608934858	logistic	423397	715	422682	0.683572244237774	0.0508423536302808	2474		FALSE	FALSE	FALSE	Secondary malignant neoplasm of digestive systems	neoplasms
198.4	rs4266947_T	NA	0.018011385403062	0.099949463213398	1.01817456865165	0.856991693073501	logistic	423707	1025	422682	0.677638591968859	0.0508617983653799	2473		FALSE	FALSE	FALSE	Secondary malignant neoplasm of liver	neoplasms
198.5	rs4266947_T	NA	NA	NA	NA	NA	NA	422682	NA	NA	NA	NA	2469	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Secondary malignancy of brain/spine	neoplasms
198.6	rs4266947_T	NA	0.0226651449238415	0.0928383010864052	1.02292395091416	0.807125713437137	logistic	423869	1187	422682	0.714130621523979	0.0508624126793892	2478		FALSE	FALSE	FALSE	Secondary malignancy of bone	neoplasms
198.7	rs4266947_T	NA	0.214676799311588	0.258664556012906	1.23946123749762	0.406571095308278	logistic	422808	126	422682	0.704588545941153	0.0508635125163195	2469		FALSE	FALSE	FALSE	Secondary malignant neoplasm of skin	neoplasms
199	rs4266947_T	NA	-0.0724307509999437	0.0978484564721944	0.930130155013303	0.459158041074404	logistic	423840	1158	422682	0.690856243222521	0.050850556813892	2482		FALSE	FALSE	FALSE	Neoplasm of uncertain behavior	neoplasms
199.4	rs4266947_T	NA	-0.27724260786371	0.51064818200918	0.757870609435589	0.587182866589989	logistic	422733	51	422682	0.698514363155346	0.0508583432095436	2470		FALSE	FALSE	FALSE	Neurofibromatosis	neoplasms
200	rs4266947_T	NA	0.0915048568916304	0.103548383105288	1.0958220989688	0.376862608896292	logistic	425468	897	424571	0.601576784557825	0.0508369607114989	2485		FALSE	FALSE	FALSE	Myeloproliferative disease	neoplasms
200.1	rs4266947_T	NA	0.00192570326405642	0.166668725846721	1.00192755862135	0.990781385590329	logistic	423267	372	422895	0.588445558437469	0.050834343334113	2475		FALSE	FALSE	FALSE	Polycythemia vera	neoplasms
201	rs4266947_T	NA	0.190481169182277	0.206897113347862	1.2098315913048	0.357229801628014	logistic	424776	205	424571	0.584490838694725	0.0508326741623821	2480		FALSE	FALSE	FALSE	Hodgkin's disease	neoplasms
202	rs4266947_T	NA	0.0846248272567807	0.0712212715547344	1.08830868634128	0.234756214281425	logistic	426487	1916	424571	0.564689441595585	0.0508456295268086	2491		FALSE	FALSE	FALSE	Cancer of other lymphoid, histiocytic tissue	neoplasms
202.2	rs4266947_T	NA	0.0862855980089909	0.0712243997247078	1.0901176192726	0.225718689627255	logistic	426484	1913	424571	0.564832819360666	0.050845987188265	2491		FALSE	FALSE	FALSE	Non-Hodgkins lymphoma	neoplasms
202.21	rs4266947_T	NA	0.228926246250328	0.142127362204764	1.25724930873949	0.107242511404622	logistic	424993	422	424571	0.581804641888201	0.0508396608885323	2480		FALSE	FALSE	FALSE	Nodular lymphoma	neoplasms
202.22	rs4266947_T	NA	NA	NA	NA	NA	NA	424571	NA	NA	NA	NA	2479	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Reticulosarcoma	neoplasms
202.23	rs4266947_T	NA	NA	NA	NA	NA	NA	424571	NA	NA	NA	NA	2479	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Lymphosarcoma	neoplasms
202.24	rs4266947_T	NA	-0.0895155945533062	0.123476899790676	0.914374005758946	0.468477656788373	logistic	425313	742	424571	0.563034451479204	0.0508202194619022	2486		FALSE	FALSE	FALSE	Large cell lymphoma	neoplasms
204	rs4266947_T	NA	0.113863935928363	0.0749104580796958	1.12059964116076	0.128510842619002	logistic	426260	1689	424571	0.645200788793557	0.0508492469384882	2492		FALSE	FALSE	FALSE	Leukemia	neoplasms
204.1	rs4266947_T	NA	0.118058620804591	0.138968325639178	1.12531007601594	0.395583005773774	logistic	425058	487	424571	0.580603041640528	0.0508342390920768	2482		FALSE	FALSE	FALSE	Lymphoid leukemia	neoplasms
204.11	rs4266947_T	NA	0.301479088710348	0.345567172614539	1.35185684577246	0.382980278440155	logistic	424639	68	424571	0.576170896100408	0.0508302346228208	2479		FALSE	FALSE	FALSE	Lymphoid leukemia, acute	neoplasms
204.12	rs4266947_T	NA	0.0439818417792142	0.155050440172848	1.0449633800404	0.776669795144739	logistic	424988	417	424571	0.573721445385113	0.0508296704848137	2482		FALSE	FALSE	FALSE	Lymphoid leukemia, chronic	neoplasms
204.2	rs4266947_T	NA	-0.0442827746884705	0.14655120944066	0.956683393371984	0.762525615526899	logistic	425076	505	424571	0.592447349667728	0.050825028936002	2482		FALSE	FALSE	FALSE	Myeloid leukemia	neoplasms
204.21	rs4266947_T	NA	-0.0698318828244686	0.175757403578059	0.932550584498475	0.691131705347015	logistic	424931	360	424571	0.585512378637534	0.0508247221313578	2481		FALSE	FALSE	FALSE	Myeloid leukemia, acute	neoplasms
204.22	rs4266947_T	NA	NA	NA	NA	NA	NA	424571	NA	NA	NA	NA	2479	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Myeloid leukemia, chronic	neoplasms
204.3	rs4266947_T	NA	-0.828941795627922	0.715578377413758	0.436510959812134	0.246691831021505	logistic	424615	44	424571	0.570794876125876	0.050824864877595	2480		FALSE	FALSE	FALSE	Monocytic leukemia	neoplasms
204.4	rs4266947_T	NA	0.222397102114523	0.111559085507591	1.24906728665526	0.0462027374779984	logistic	425262	691	424571	0.616895770505042	0.0508463018092376	2483		TRUE	FALSE	FALSE	Multiple myeloma	neoplasms
208	rs4266947_T	NA	0.0346412287265398	0.0217397497778364	1.03524822484075	0.111059024530123	logistic	425000	22852	402148	0.690966485340215	0.0508517647058824	2485		FALSE	FALSE	FALSE	Benign neoplasm of colon	neoplasms
210	rs4266947_T	NA	0.0204793918330489	0.0982338381377381	1.02069053346553	0.834857366323387	logistic	427521	1060	426461	0.721629963817579	0.0508676766755317	2501		FALSE	FALSE	FALSE	Benign neoplasm of lip, oral cavity, and pharynx	neoplasms
211	rs4266947_T	NA	-0.0333430492261656	0.0553518712777145	0.96720670315968	0.546918947439637	logistic	420175	3541	416634	0.588841312211227	0.0508323912655441	2459		FALSE	FALSE	FALSE	Benign neoplasm of other parts of digestive system	neoplasms
212	rs4266947_T	NA	-0.156021190401072	0.181032488719491	0.855541060920719	0.388775112994219	logistic	428858	367	428491	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Benign neoplasm of respiratory and intrathoracic organs	neoplasms
213	rs4266947_T	NA	-0.173976443350523	0.197108411606073	0.840316692471055	0.377428958781968	logistic	400411	309	400102	0.558755324645982	0.0508789718564175	2358		FALSE	FALSE	FALSE	Benign neoplasm of bone and articular cartilage	neoplasms
214	rs4266947_T	NA	-0.061753153809716	0.0451055109424141	0.940114921938324	0.170973570210006	logistic	428316	5473	422843	0.684779834377236	0.0508783234807946	2505		FALSE	FALSE	FALSE	Lipoma	neoplasms
214.1	rs4266947_T	NA	-0.0741353178990695	0.0480916003125336	0.928546036440791	0.123184442894726	logistic	427709	4866	422843	0.689926149150927	0.0508757122249006	2505		FALSE	FALSE	FALSE	Lipoma of skin and subcutaneous tissue	neoplasms
215	rs4266947_T	NA	-0.0582160069209936	0.141020542708878	0.943446134530449	0.679738983043432	logistic	423396	553	422843	0.635513344208804	0.0509133293654168	2488		FALSE	FALSE	FALSE	Other benign neoplasm of connective and other soft tissue	neoplasms
216	rs4266947_T	NA	0.0432728975261149	0.0413110976428581	1.0442228217957	0.294874357674122	logistic	428471	5969	422502	0.676432976393785	0.0508797561561926	2503		FALSE	FALSE	FALSE	Benign neoplasm of skin	neoplasms
216.1	rs4266947_T	NA	NA	NA	NA	NA	NA	422502	NA	NA	NA	NA	2472	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Screening for malignant neoplasms of the skin	neoplasms
217	rs4266947_T	NA	-0.116860072975937	0.168714668673507	0.889709678881396	0.48852975353608	logistic	422898	396	422502	0.635471507397883	0.0508491409275996	2478		FALSE	FALSE	FALSE	Vascular hamartomas and non-neoplastic nevi	neoplasms
217.1	rs4266947_T	NA	-0.191780125176754	0.18700809626318	0.825488352644683	0.30511894679486	logistic	422847	345	422502	0.631731120861018	0.0508469966678255	2476		FALSE	FALSE	FALSE	Nevus, non-neoplastic	neoplasms
218	rs4266947_T	NA	0.00952933757428482	0.0386198225504993	1.00957488627962	0.805103785287855	logistic	225519	7191	218328	0.296750486144444	0.0506564857063041	1319		FALSE	FALSE	FALSE	Benign neoplasm of uterus	neoplasms
218.1	rs4266947_T	NA	0.00341425346669115	0.0392408726680572	1.00342008866912	0.930665484990448	logistic	225321	6993	218328	0.306401276948921	0.0506477425539564	1319		FALSE	FALSE	FALSE	Uterine leiomyoma	neoplasms
218.2	rs4266947_T	NA	0.17603765204038	0.199041789685292	1.19248295722186	0.376466514662051	logistic	218557	229	218328	0.198431114132275	0.0506481146794658	1276		FALSE	FALSE	FALSE	Other benign neoplasm of uterus	neoplasms
220	rs4266947_T	NA	0.0161945103334844	0.0884487059187387	1.01632635215905	0.854723527465395	logistic	215617	1319	214298	0.335917361857403	0.0506291247907169	1260		FALSE	FALSE	FALSE	Benign neoplasm of ovary	neoplasms
221	rs4266947_T	NA	0.15343970099356	0.230756662285696	1.16583748616051	0.506087855729394	logistic	214412	172	214240	0.163910588168642	0.0506291625468724	1260		FALSE	FALSE	FALSE	Benign neoplasm of other female genital organs	neoplasms
222	rs4266947_T	NA	-0.269523288853652	0.307960413801713	0.76374349260482	0.381471568056025	logistic	189621	139	189482	0.615910669994785	0.0511124822672594	1116		FALSE	FALSE	FALSE	Benign neoplasm of male genital organs	neoplasms
223	rs4266947_T	NA	0.33022210952427	0.203781457436659	1.39127711004567	0.105130962641905	logistic	400290	188	400102	0.563781258793763	0.050893102500687	2358		FALSE	FALSE	FALSE	Benign neoplasm of kidney and other urinary organs	neoplasms
224	rs4266947_T	NA	-0.22783787211103	0.416892812880176	0.796253344244868	0.584712480004663	logistic	427138	74	427064	0.71627715150547	0.0508582706291643	2498		FALSE	FALSE	FALSE	Benign neoplasm of eye	neoplasms
224.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	427076	12	427064	0.714242536045891	0.050858629377441	2497	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of eye, uveal	neoplasms
225	rs4266947_T	NA	0.138171473222943	0.106507170165212	1.14817241421961	0.194528884185346	logistic	427882	818	427064	0.679408253062395	0.0508726705026152	2505		FALSE	FALSE	FALSE	Benign neoplasm of brain and other parts of nervous system	neoplasms
225.1	rs4266947_T	NA	0.0964674291548666	0.112513931672516	1.10127371114414	0.391233757705694	logistic	427824	760	427064	0.673921117236388	0.0508678802498224	2504		FALSE	FALSE	FALSE	Benign neoplasm of brain, cranial nerves, meninges	neoplasms
225.2	rs4266947_T	NA	0.394463896291823	0.346817692810638	1.48358862032503	0.255378995919386	logistic	427126	62	427064	0.718845814582479	0.0508632113240589	2498		FALSE	FALSE	FALSE	Benign neoplasm of spinal cord, meninges	neoplasms
226	rs4266947_T	NA	0.190847946001765	0.174886216256966	1.21027541087436	0.275154434404333	logistic	427541	288	427253	0.700722739662062	0.050855941301536	2500		FALSE	FALSE	FALSE	Benign neoplasm of thyroid glands	neoplasms
227	rs4266947_T	NA	0.139487308379486	0.103754691567559	1.14968421426971	0.178820628108017	logistic	428111	858	427253	0.711705298027653	0.0508629771250914	2501		FALSE	FALSE	FALSE	Benign neoplasm of other endocrine glands and related structures	neoplasms
227.1	rs4266947_T	NA	-0.0700956995552385	0.295997908501388	0.93230459450156	0.812803053574255	logistic	427379	126	427253	0.689673180778224	0.0508483102819745	2499		FALSE	FALSE	FALSE	Benign neoplasm of adrenal gland	neoplasms
227.2	rs4266947_T	NA	0.146607172646104	0.148963953309058	1.15789901927071	0.325027581706347	logistic	427667	414	427253	0.733778362954534	0.0508561567761833	2498		FALSE	FALSE	FALSE	Benign neoplasm of parathyroid gland	neoplasms
227.3	rs4266947_T	NA	0.115612625123088	0.17425075175916	1.12256093599262	0.507020478866246	logistic	427564	311	427253	0.714393477019218	0.0508532056019684	2498		FALSE	FALSE	FALSE	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	neoplasms
228	rs4266947_T	NA	-0.000488597373873524	0.0896006973772157	0.999511521970386	0.995649114566874	logistic	428858	1303	427555	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Hemangioma and lymphangioma, any site	neoplasms
228.1	rs4266947_T	NA	NA	NA	NA	NA	NA	427555	NA	NA	NA	NA	2501	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hemangioma of skin and subcutaneous tissue	neoplasms
229	rs4266947_T	NA	0.150952884560078	0.21060950881353	1.16294186427347	0.473532707646597	logistic	428858	208	428650	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Benign neoplasm of unspecified sites	neoplasms
229.1	rs4266947_T	NA	0.233978538845375	0.462443555673154	1.26361737322894	0.612883823379455	logistic	428690	40	428650	0.694589398147625	0.05087125895169	2508		FALSE	FALSE	FALSE	Benign neoplasm of lymph nodes	neoplasms
230	rs4266947_T	NA	NA	NA	NA	NA	logistic	428858	1	428857	0.687432534460407	0.0508734825979695	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Kaposi's sarcoma	neoplasms
240	rs4266947_T	NA	0.397788530823046	0.368418815359727	1.48852921857328	0.280267649719425	logistic	426487	55	426432	0.683054588080064	0.0508679045316739	2495		FALSE	FALSE	FALSE	Simple and unspecified goiter	endocrine/metabolic
241	rs4266947_T	NA	-0.00935283523572335	0.0854185089125849	0.990690766488621	0.912810485284272	logistic	427874	1442	426432	0.640465303840651	0.0508631045588187	2504		FALSE	FALSE	FALSE	Nontoxic nodular goiter	endocrine/metabolic
241.1	rs4266947_T	NA	-0.133034832772316	0.161921569167388	0.875434597763651	0.411304337746279	logistic	426883	451	426432	0.676792545708502	0.0508581976794578	2499		FALSE	FALSE	FALSE	Nontoxic uninodular goiter	endocrine/metabolic
241.2	rs4266947_T	NA	0.107703297288687	0.123280755529552	1.11371725343123	0.382313018606178	logistic	427053	621	426432	0.629251486647003	0.0508730766438826	2498		FALSE	FALSE	FALSE	Nontoxic multinodular goiter	endocrine/metabolic
